Hybridization.REF,labels,APCS,APOA1,ARG1,FGA,C9,MBL2,LBP
TCGA-CG-5718,0,0,184.6221,1.75,227.059,22.7496,0,1873.3457
TCGA-CG-5719,0,0,5.7372,1.1474,6.8847,0,0,0
TCGA-CG-5720,0,0,17.7411,14.4404,5.3636,2.8881,0,0.4126
TCGA-CG-5721,0,0,2.1403,0.4281,2.5684,1.2842,0,30.3923
TCGA-CG-5722,0,0,18.8189,1.9468,0,11.6807,1.2979,5.8404
TCGA-CG-5723,0,0,1.3803,0,33.8164,4.8309,0,0
TCGA-CG-5724,0,0,5.8448,2.1254,0.5313,0.5313,0.5313,29.2242
TCGA-CG-5725,0,0,4.3881,0,0,0.9751,0,0.4876
TCGA-CG-5726,0,0,8.2968,0.4609,0,0,0,0.4609
TCGA-CG-5732,0,0,1060.1734,1.5298,99.949,0,0,3119.8368
TCGA-CG-5734,0,0,225.2166,0,43.3109,0,0,1.9249
TCGA-D7-5577,0,0,78.7722,0,114.6272,0,0,2.7163
TCGA-D7-5578,0,0,51.2207,0,78.9852,0,0,7.1805
TCGA-D7-6518,0,0,4.4793,1.3438,29.5633,3.1355,0,0.4479
TCGA-D7-6519,0,0,0,0.81,66.0186,0.405,0.405,2.8352
TCGA-D7-6520,0,0,468.7034,0.3726,13.7854,0,0,0
TCGA-D7-6521,0,88.4883,69.2339,0.4097,416.6325,0.4097,0,2.458
TCGA-D7-6522,0,0,107.0807,0,0,0,0,28.3764
TCGA-D7-6524,0,0,10.3059,0.7108,0.3554,0.7108,0.3554,0
TCGA-D7-6525,0,0,1.1459,0.382,51.9481,0,0,1.1459
TCGA-D7-6526,0,0,119.1475,0.6848,3.0814,1.0271,0,7.5323
TCGA-D7-6527,0,0,1643.0249,0.4697,408.6426,1.4091,0,0.9394
TCGA-D7-6528,0,0,7.6958,0.3665,1.4659,0.3665,0.3665,1.8323
TCGA-D7-6815,0,0,72.9074,1.1887,0,1.5849,0,0
TCGA-D7-6817,0,0,440.24,0,0.9229,3.6917,1.8459,1.3844
TCGA-D7-6818,0,0,627.414,8.9496,17.4282,0,0.471,28.7329
TCGA-D7-6820,0,0,677.5268,0.3702,3.7023,0,0.3702,55.1648
TCGA-D7-6822,0,0,6.6473,2.9913,142.9165,0,0,0.6647
TCGA-D7-8570,0,0,122.3905,0,449.4474,0.4093,0,4.0933
TCGA-D7-8572,0,0.3615,309.4722,1.4461,380.3326,0.3615,0.3615,11.2075
TCGA-D7-8573,0,0,0.8225,2.4676,2.8789,0,1.2338,1.2338
TCGA-D7-8574,0,0,2.8749,0.4792,1.9166,0.4792,0,0
TCGA-D7-8575,0,0,12.6376,0.4077,24.4598,0.4077,0,0
TCGA-D7-8576,0,0,872.5724,0.3407,2.7257,0.3407,0.6814,0.6814
TCGA-D7-8578,0,0,1299.3988,0.7783,51.3689,0.3892,0,0
TCGA-D7-8579,0,0,461.8803,1.0256,2.3932,1.3675,0,4.1026
TCGA-D7-A4YT,0,0,61.9294,1.7758,11.0985,0.4439,0,2.2197
TCGA-D7-A4YU,0,0,3.621,0,0,0,0.3018,1.207
TCGA-D7-A4YV,0,0,0.463,1.6204,1.1574,0,0,1.1574
TCGA-D7-A4YX,0,0,1.1899,0.2975,15.4693,0,0,1.1899
TCGA-D7-A4YY,0,0,2.8926,0.263,0,0,0,0
TCGA-D7-A4Z0,0,0,13.0177,1.6272,0.6509,0.3254,0,0.6509
TCGA-D7-A6EV,0,0,113.5706,0.2989,0.5977,0,0,0.2989
TCGA-D7-A6EX,0,0,2.9226,0,0,0,0,0
TCGA-D7-A6EY,0,0,1.7288,0,0,0,0,0
TCGA-D7-A6EZ,0,0,1.9192,0,40.9436,0,0,0.3199
TCGA-D7-A6F0,0,0,9935.6628,0,434.2762,1.9412,1.1093,6.1009
TCGA-D7-A6F2,0,0,31.0688,2.4855,5.3853,0.4143,0,0.4143
TCGA-D7-A747,0,0,0,5.571,36.2117,5.571,12.5348,2.7855
TCGA-D7-A748,0,0,6.6414,0.9488,12.334,0,0.9488,557.8748
TCGA-D7-A74A,0,0,13.2765,1.6596,1.2447,0.4149,0,0.8298
TCGA-EQ-8122,0,0.6141,60.1781,1.5352,15.6586,0.6141,0,96.7148
TCGA-EQ-A4SO,0,0,6.6862,0.7164,7.6413,0,0,0.4776
TCGA-F1-6177,0,0,5.1139,0,12.465,2.5569,0,10.5473
TCGA-F1-6874,0,0.8376,8.3761,2.5128,2.094,1.2564,0.8376,1.2564
TCGA-F1-6875,0,0,1.6486,0.3297,1.9784,0,0.3297,43.8535
TCGA-F1-A448,0,0,4.9283,1.7601,1.7601,0.352,0,44.3545
TCGA-F1-A72C,0,0,304.3258,2.0563,60.3168,0.6854,0,4.7979
TCGA-FP-7735,0,0.7425,10114.7206,0.3713,730.2766,5.569,0.3713,340.8205
TCGA-FP-7829,0,0,6.7706,1.4509,2.9017,5.8034,0,0
TCGA-FP-7916,0,0,24.6392,1.056,4.5759,0,0,0
TCGA-FP-7998,0,0,1.0137,0.3379,14.8674,0,0,0.3379
TCGA-FP-8099,0,0,8.6836,1.042,1.7367,0.3473,0.3473,11.115
TCGA-FP-8209,0,0,6.2057,3.5461,0,0,0.4433,0
TCGA-FP-8210,0,0,33.8915,0,1.5949,0,1.1962,2.7911
TCGA-FP-8211,0,0,20.5993,0,48.6891,0,0,83.1461
TCGA-FP-8631,0,0,88.5023,1.5129,31.0136,1.5129,0,0.7564
TCGA-FP-A4BE,0,0,114.0265,0.7357,23.541,0,0,0
TCGA-FP-A4BF,0,0,23.751,0.4095,18.837,2.8665,0,49.959
TCGA-FP-A8CX,0,0,10186.7333,0.9087,64.0618,0,0,10.4498
TCGA-FP-A9TM,0,0,9.5023,1.81,2.7149,0.4525,1.3575,0.905
TCGA-HF-7131,0,0,1765.7407,1.045,65.1398,0,1.045,28.564
TCGA-HF-7132,0,0,6.5764,0.2631,2.8936,0,0,0.2631
TCGA-HF-7133,0,0,19.6002,0,49.3924,0,0,104.2728
TCGA-HF-7134,0,0,2.2943,1.311,0,0,0,8.194
TCGA-HF-7136,0,0,1107.5234,0.9305,1259.759,0,0,1.4889
TCGA-HF-A5NB,0,0,7.9607,0,2.8096,0,0,0.4683
TCGA-HJ-7597,0,0.3833,5.3666,1.15,6.1332,0.3833,2.3,1.9166
TCGA-HU-8238,0,0,703.3244,0,0,0,0,25.839
TCGA-HU-8243,0,0,11214.675,2.1268,286.0561,5.317,0.5317,2.1268
TCGA-HU-8244,0,0,15.5085,2.3859,0,1.193,0,1.193
TCGA-HU-8249,0,0,2.1122,1.5842,34.3234,0.5281,0,1.0561
TCGA-HU-8602,0,0,0.2662,0.7987,0,0.5325,0,0.2662
TCGA-HU-8604,0,0,4.3621,1.6358,10.9051,2.7263,0,0
TCGA-HU-8608,0,0,3.6088,0,1692.8907,0,0,246.1205
TCGA-HU-8610,0,0,4.8204,0.8764,5.6968,0.4382,1.3147,0.4382
TCGA-HU-A4G2,0,0,14.4404,1.2034,40.9146,0.3008,0,1.5042
TCGA-HU-A4G3,0,0.7812,402.7308,0,0.7812,1.1719,0,0
TCGA-HU-A4G6,0,0,3.0204,0,40.7752,0,0,25.925
TCGA-HU-A4G8,0,0,3.3271,1.9012,0,0.4753,0,1.4259
TCGA-HU-A4G9,0,0,0.4332,0.8664,0,0.4332,0,0
TCGA-HU-A4GC,0,0,2683.1925,1.0716,13.9303,3.9291,0,3.2147
TCGA-HU-A4GD,0,0,658.6762,14.3398,500.9381,20.0758,14.3398,8.6039
TCGA-HU-A4GF,0,0,30.4279,0.6339,504.5959,4.4374,0,13.6292
TCGA-HU-A4GH,0,0,792.7476,0.2948,215.5071,0,0,9.434
TCGA-HU-A4GJ,0,0,12.6866,1.1194,147.0149,1.8657,3.3582,0.7463
TCGA-HU-A4GN,0,0,0.4254,1.4889,0,0.2127,0,0
TCGA-HU-A4GP,0,0,193.7116,0.7228,0.3614,0.3614,0.3614,2.8912
TCGA-HU-A4GQ,0,0,3.7823,0.4203,2.5215,1.2608,0,0
TCGA-HU-A4GT,0,0,41.6521,0,20.651,1.0501,0.7,1.0501
TCGA-HU-A4GU,0,0,1.7041,0.568,5.3962,0,0,5.6802
TCGA-HU-A4GX,0,0,4.9188,2.9513,17.3799,0,0,0
TCGA-HU-A4GY,0,0,16.2702,6.6749,0,0.8344,0,1.2516
TCGA-HU-A4H0,0,0,0.726,0.968,1.694,0.242,0,3.146
TCGA-HU-A4H2,0,0,9.8594,0.8699,7.5395,0,0,0.58
TCGA-HU-A4H3,0,0,129.6719,0.3147,0,0,0.6295,3.4621
TCGA-HU-A4H4,0,0,1.8837,1.8837,0,0,0,1.6146
TCGA-HU-A4H5,0,0,45.3962,1.0809,3.5128,0.2702,0,1.3511
TCGA-HU-A4H6,0,0,9.827,1.6378,4.504,0,0,1.6378
TCGA-HU-A4H8,0,0,2.5805,2.2937,0,0.5734,0,0
TCGA-HU-A4HB,0,0,3506.5015,0.3096,405.2632,0.6192,1.548,286.6873
TCGA-HU-A4HD,0,0,315.2356,1.1564,164.6719,1.1564,0,6.9384
TCGA-IN-7806,0,0,214.2847,1.352,1.352,0,0,0.676
TCGA-IN-7808,0,0,2.7248,1.8165,2.2707,3.6331,0.4541,7.2661
TCGA-IN-8462,0,0,27.2503,11.0161,12.7555,1.1596,0.5798,0.5798
TCGA-IN-8663,0,0,4.5904,0,0.7062,3.8842,1.0593,0
TCGA-IN-A6RI,0,0,2767.3624,0,94.8767,0.3795,0,33.0171
TCGA-IN-A6RJ,0,0,2.5132,1.2566,1.2566,6.2829,0,0
TCGA-IN-A6RL,0,0,2691.9014,1.7606,203.3451,0,0.8803,7.0423
TCGA-IN-A6RN,0,0,201.0568,0,31.0576,3.2692,26.1537,0
TCGA-IN-A6RO,0,0,1.5919,0,0.6367,0,0,0
TCGA-IN-A6RR,0,0,72.5699,0.6658,7.9893,1.3316,1.9973,5.992
TCGA-IN-A6RS,0,0,27.9188,0,3.8071,0,0,3.3841
TCGA-IN-A7NR,0,0,445.5882,0,55.8824,16.1765,0,0
TCGA-IN-A7NT,0,0,1.1779,0,0,0,0,0
TCGA-IN-A7NU,0,0,9.7629,0,4.1841,0,0,4.1841
TCGA-IN-AB1V,0,0,11.2179,0.8013,0.4006,12.4199,0.4006,0.8013
TCGA-IN-AB1X,0,0,1.4989,2.0985,0.2998,2.698,0,0.2998
TCGA-IP-7968,0,0,384.3357,0.2797,12.3077,0.8392,0,0.2797
TCGA-KB-A6F7,0,0,2929.5542,1.6511,1984.59,1.6511,0.5504,484.8652
TCGA-KB-A93G,0,0,2.6291,47.3239,33.8028,1.5023,0,70.6103
TCGA-KB-A93H,0,0,135.9876,1.5512,2.0683,0,0,2.0683
TCGA-KB-A93J,0,0,123.7702,0,83.4656,1.9042,0,2.8562
TCGA-MX-A5UG,0,1.4128,3.1083,5.3688,7.6294,0.5651,0.2826,0
TCGA-MX-A5UJ,0,0,679.5132,0.3381,8.1136,0,0,105.4767
TCGA-MX-A663,0,0,55688.8336,0.3827,439.0011,0,0.3827,383.1212
TCGA-MX-A666,0,0,6028.1588,1.083,3576.8953,0.722,1.083,35.0181
TCGA-R5-A7O7,0,0,312.4108,2.8531,1.4265,4.2796,1.4265,1.4265
TCGA-R5-A7ZE,0,0,12.9102,41.7429,10.7585,0.4303,0,0.8607
TCGA-R5-A7ZF,0,0,0.8578,0,1.7156,0,0,0
TCGA-R5-A7ZI,0,0,4.0216,0,105.902,0,0,0
TCGA-R5-A7ZR,0,0,1549.8155,0,254.4649,0,0,49.5941
TCGA-R5-A805,0,0,5.0441,57.1669,93.7369,8.8272,0.4203,49.1803
TCGA-RD-A7BS,0,4.6083,2.3041,4.6083,29.9539,18.4332,18.4332,2.3041
TCGA-RD-A7BT,0,0,17.3844,1.1853,90.083,3.951,0,1.9755
TCGA-RD-A7BW,0,1.0698,10.698,0,2.1396,1.0698,12.8377,0
TCGA-RD-A7C1,0,4.3573,61.0022,8.7146,10.8932,19.6078,39.2157,2.1786
TCGA-RD-A8MV,0,0,26.3756,2.7285,28.6494,1.3643,0,27.7399
TCGA-RD-A8MW,0,0,7802.682,0.3831,206.8966,0.7663,0,694.636
TCGA-RD-A8N0,0,0,5.0505,1.5152,213.6364,0,1.0101,0
TCGA-RD-A8N1,0,0,14.7227,0,10.1536,0.5077,0,1.523
TCGA-RD-A8N2,0,0,6.259,1.138,1.138,0,1.138,0
TCGA-RD-A8N4,0,0,3.4394,1.9108,1.5286,0,0.3822,0
TCGA-RD-A8N5,0,0,11.0678,20.6263,3.0185,21.6325,0,3.0185
TCGA-RD-A8N6,0,0,2164.8705,0,597.5305,0,0.2855,42.8235
TCGA-RD-A8N9,0,0,11.3339,0.4359,0,0,0.4359,19.6164
TCGA-RD-A8NB,0,0,2.4414,0.3488,0,0,0,5.2316
TCGA-SW-A7EA,0,0,3.4014,0,0,0,0.5669,0
TCGA-SW-A7EB,0,0,55241.7062,3.1596,995.2607,0,0,7.8989
TCGA-VQ-A8DT,0,0,219.7353,1.825,1.095,1.46,0.365,1.46
TCGA-VQ-A8DU,0,0,497.2376,0,520.7182,2.7624,1.8416,5.5249
TCGA-VQ-A8DV,0,23.8206,170238.407,22.704,65521.1687,91.5604,72.5784,2897.925
TCGA-VQ-A8DZ,0,0.3212,2454.2242,0.3212,34.6932,2.2486,1.2849,7.7096
TCGA-VQ-A8E0,0,0,1660.5825,0.3107,46.2913,2.1748,0.6214,629.7476
TCGA-VQ-A8E2,0,0,5311.6594,1.3202,939.0214,1.6503,0,3.3006
TCGA-VQ-A8E3,0,0,10.4624,3.7665,3.7665,0.837,1.674,3.348
TCGA-VQ-A8E7,0,0,14.8613,2.3118,7.5958,0.9908,0,0.6605
TCGA-VQ-A8P2,0,0,11.3732,0,0,0,0,0.4212
TCGA-VQ-A8P3,0,0,2.2645,0,13.587,0,0,0.9058
TCGA-VQ-A8P5,0,0.6251,14.3772,1.8753,11.2518,11.2518,11.2518,1.8753
TCGA-VQ-A8P8,0,0,8.0388,0.4729,1.4186,0.4729,0.9457,2.3643
TCGA-VQ-A8PB,0,0,1.999,0.4998,0,0,0,0.2499
TCGA-VQ-A8PC,0,0,2.6101,1.6313,4.894,0,0.3263,0
TCGA-VQ-A8PD,0,0,11.9064,3.742,0.6804,0.3402,0.3402,0
TCGA-VQ-A8PE,0,0,16259.9549,0,2278.2514,0.2662,0,3.1938
TCGA-VQ-A8PF,0,0,36.9908,1.6663,9.6643,0.3333,0,1.6663
TCGA-VQ-A8PH,0,0,405.5798,0.8855,4769.5479,1.3283,0,16.3826
TCGA-VQ-A8PJ,0,0,1539.7879,0.2737,56.3804,0.5474,0.8211,7.116
TCGA-VQ-A8PK,0,0,66.0214,0.8151,110.0357,1.6302,0.8151,44.8293
TCGA-VQ-A8PM,0,4.9566,5057.0012,1.2392,900.0413,3.3044,0,113.1764
TCGA-VQ-A8PO,0,0,0.9846,0.6564,0.3282,0.6564,0.6564,0.3282
TCGA-VQ-A8PP,0,0,1.6377,0.6551,0,0,0,0.3275
TCGA-VQ-A8PQ,0,0,2.5633,1.2816,0.9612,0,0.3204,0.9612
TCGA-VQ-A8PU,0,0,2.7568,2.2054,0.5514,0,0,4.4109
TCGA-VQ-A8PX,0,0,1080.667,1.8416,0,0.3683,0.3683,10.6814
TCGA-VQ-A91A,0,0,1.7862,1.1908,2.3817,2.084,0,52.3965
TCGA-VQ-A91D,0,0,0.7913,1.0551,0,0,0,0.5276
TCGA-VQ-A91E,0,0,5.7925,4.0547,3.1859,0,0.2896,0.2896
TCGA-VQ-A91K,0,0,5.825,0.2533,0,0,0,0
TCGA-VQ-A91N,0,0,70.3541,0.6171,1.2343,0.6171,0,0.3086
TCGA-VQ-A91Q,0,0,3.2808,1.3123,10.8268,0,2.2966,1.3123
TCGA-VQ-A91S,0,0,10.3209,1.8525,18.26,0,0,1.0586
TCGA-VQ-A91U,0,0,12.4922,0.6246,30.6059,0,0,0.6246
TCGA-VQ-A91V,0,0,128.7961,0.3328,0.3328,0,0,0
TCGA-VQ-A91W,0,0,2.1531,1.1962,512.4402,0,0.2392,9.3301
TCGA-VQ-A91X,0,0,0.4276,0,27.3643,0.4276,0.8551,2.993
TCGA-VQ-A91Y,0,0,581.9824,0.3226,35.8093,0.3226,0,121.9453
TCGA-VQ-A91Z,0,0,4.6718,0.3115,5.6062,1.5573,0,5.2947
TCGA-VQ-A922,0,0,33.4604,0.8262,27.6771,1.2393,0,11.1535
TCGA-VQ-A923,0,0,9.0506,2.0886,1.3924,0,0.3481,6.2658
TCGA-VQ-A924,0,0,2.6417,1.0567,0,0,0,0
TCGA-VQ-A925,0,0,83.5943,1.3615,1.6338,0.5446,0.2723,1.9061
TCGA-VQ-A927,0,0,531.7046,0.4442,0.8884,0.4442,0,0.8884
TCGA-VQ-A928,0,0,19.932,0.9491,86.0555,0.6328,0.3164,20.5647
TCGA-VQ-A92D,0,0,7.8786,2.0426,18.3834,0.2918,0,0.5836
TCGA-VQ-A94O,0,9.3492,10798.9932,1.0787,3711.2549,1.4383,1.0787,756.5624
TCGA-VQ-A94P,0,0,25.1026,0,0,0,0.7383,1.4766
TCGA-VQ-A94R,0,0,233.1698,4.7977,0,0.3198,0,0
TCGA-VQ-A94T,0,0,3.1124,0,600.9597,0.2594,0,2.8531
TCGA-VQ-A94U,0,0,98.8572,0.7909,0,0,0,0.7909
TCGA-VQ-AA64,0,0,102.5814,0,14.4018,0.758,0,32.5936
TCGA-VQ-AA68,0,0,3.2065,0.2915,8.1621,0.8745,0,0.2915
TCGA-VQ-AA69,0,0,1.2374,0,4.2071,0,0,0
TCGA-VQ-AA6A,0,0,658.9447,0.9653,59.5238,6.1133,0,3.861
TCGA-VQ-AA6B,0,0,20.2683,0,15.2012,0.5961,0,1.7884
TCGA-VQ-AA6D,0,0,152.9587,0.3722,738.7421,0.3722,0,1698.5486
TCGA-VQ-AA6F,0,0,2.5405,0,8.5742,1.2702,0,49.5395
TCGA-VQ-AA6G,0,0,98.9971,0.9706,2.2646,2.5882,0,13.2643
TCGA-VQ-AA6I,0,0,5.7724,0.2405,65.901,0,0.2405,0
TCGA-VQ-AA6J,0,0,13.8864,0.9577,8.6191,0.7183,0,0.7183
TCGA-VQ-AA6K,0,1.0601,2.8269,2.8269,295.7597,12.0141,0,10.9541
TCGA-ZA-A8F6,0,0,9.8386,0.7871,11.8064,0.3935,0,0.7871
TCGA-ZQ-A9CR,0,0,93.2629,5.1526,13.3969,2.0611,0,3.0916
